Theme,Palette Name,Color Index,R,G,B
warm,Spiced Cider,1,0.8000,0.4000,0.0500
warm,Spiced Cider,2,0.7000,0.1500,0.1000
warm,Spiced Cider,3,0.5000,0.2000,0.0500
warm,Spiced Cider,4,0.9000,0.7000,0.4000
warm,Spiced Cider,5,0.9500,0.8500,0.7000
warm,Spiced Cider,6,0.7500,0.5000,0.2000
warm,Spiced Cider,7,0.6500,0.2500,0.0800
warm,Spiced Cider,8,0.8500,0.3000,0.1500
warm,Spiced Cider,9,0.4000,0.1500,0.0200
warm,Spiced Cider,10,0.9200,0.6000,0.3000
warm,Spiced Cider,11,0.7000,0.4500,0.1500
warm,Spiced Wine,0,0.4000,0.0000,0.1000
warm,Spiced Wine,1,0.6000,0.3000,0.1000
warm,Spiced Wine,2,0.2000,0.1500,0.1000
warm,Spiced Wine,3,0.9000,0.4500,0.0000
warm,Spiced Wine,4,0.3000,0.1000,0.0500
warm,Spiced Wine,5,0.5000,0.1000,0.3000
warm,Spiced Wine,6,0.8000,0.6000,0.2000
warm,Spiced Wine,7,0.4000,0.4500,0.3000
warm,Spiced Wine,8,0.9500,0.9000,0.8500
warm,Spiced Wine,9,0.8500,0.5000,0.1000
warm,Spiced Wine,10,0.4000,0.0000,0.1000
warm,Spiced Wine,11,0.6000,0.3000,0.1000
warm,Spicy Curry,0,0.7000,0.3000,0.0000
warm,Spicy Curry,1,0.8000,0.4500,0.1000
warm,Spicy Curry,2,0.9500,0.6000,0.2000
warm,Spicy Curry,3,1.0000,0.8000,0.3000
warm,Spicy Curry,4,0.5000,0.2000,0.0500
warm,Spicy Curry,5,0.6000,0.3000,0.1000
warm,Spicy Curry,6,0.3000,0.1000,0.0200
warm,Spicy Curry,7,0.4500,0.2500,0.0800
warm,Spicy Curry,8,0.7500,0.4000,0.1500
warm,Spicy Curry,9,0.9000,0.7000,0.2500
warm,Spicy Curry,10,0.8500,0.5000,0.1000
warm,Spicy Curry,11,0.9800,0.9000,0.4000
warm,Strawberry Fields,0,0.9000,0.2000,0.3000
warm,Strawberry Fields,1,0.8000,0.1000,0.2000
warm,Strawberry Fields,2,0.9500,0.3000,0.4000
warm,Strawberry Fields,3,0.4000,0.7000,0.2000
warm,Strawberry Fields,4,0.3000,0.6000,0.1500
warm,Strawberry Fields,5,0.5000,0.8000,0.3000
warm,Strawberry Fields,6,1.0000,0.9000,0.7000
warm,Strawberry Fields,7,0.9500,0.8500,0.6000
warm,Strawberry Fields,8,0.7000,0.1500,0.2500
warm,Strawberry Fields,9,0.6000,0.4000,0.1000
warm,Strawberry Fields,10,1.0000,0.5000,0.6000
warm,Strawberry Fields,11,0.2000,0.5000,0.1000
warm,Sun-Kissed Peach,0,1.0000,0.7000,0.5000
warm,Sun-Kissed Peach,1,1.0000,0.8000,0.6000
warm,Sun-Kissed Peach,2,0.9500,0.7500,0.6500
warm,Sun-Kissed Peach,3,1.0000,0.9000,0.7500
warm,Sun-Kissed Peach,4,0.8000,0.6000,0.4000
warm,Sun-Kissed Peach,5,0.7000,0.5000,0.3000
warm,Sun-Kissed Peach,6,0.9000,0.8500,0.7000
warm,Sun-Kissed Peach,7,0.9800,0.9200,0.8000
warm,Sun-Kissed Peach,8,0.6500,0.4500,0.3000
warm,Sun-Kissed Peach,9,0.5500,0.3500,0.2000
warm,Sun-Kissed Peach,10,0.9000,0.7000,0.5500
warm,Sun-Kissed Peach,11,0.8000,0.6500,0.4500
warm,Sunset Blaze,0,0.3000,0.1000,0.4000
warm,Sunset Blaze,1,0.9000,0.2000,0.1000
warm,Sunset Blaze,2,1.0000,0.4000,0.0000
warm,Sunset Blaze,3,1.0000,0.7000,0.2000
warm,Sunset Blaze,4,1.0000,0.8000,0.6000
warm,Sunset Blaze,5,1.0000,0.9500,0.7000
warm,Sunset Blaze,6,0.7000,0.1500,0.2500
warm,Sunset Blaze,7,0.8000,0.2000,0.5000
warm,Sunset Blaze,8,0.9500,0.5000,0.6000
warm,Sunset Blaze,9,0.2000,0.1000,0.3000
warm,Sunset Blaze,10,0.3000,0.1000,0.4000
warm,Sunset Blaze,11,0.9000,0.2000,0.1000
warm,Sunset Gradient,0,0.2000,0.1000,0.4000
warm,Sunset Gradient,1,0.4000,0.2000,0.6000
warm,Sunset Gradient,2,0.6000,0.3000,0.7000
warm,Sunset Gradient,3,0.8000,0.4000,0.6000
warm,Sunset Gradient,4,0.9000,0.5000,0.4000
warm,Sunset Gradient,5,1.0000,0.6000,0.2000
warm,Sunset Gradient,6,1.0000,0.7000,0.1000
warm,Sunset Gradient,7,1.0000,0.8000,0.3000
warm,Sunset Gradient,8,1.0000,0.9000,0.6000
warm,Sunset Gradient,9,0.9000,0.7000,0.5000
warm,Sunset Gradient,10,0.7000,0.5000,0.4000
warm,Sunset Gradient,11,0.5000,0.3000,0.3000
warm,Volcanic Fire,0,0.1000,0.0000,0.0000
warm,Volcanic Fire,1,0.3000,0.0500,0.0000
warm,Volcanic Fire,2,0.6000,0.1000,0.0000
warm,Volcanic Fire,3,0.9000,0.2000,0.0500
warm,Volcanic Fire,4,1.0000,0.4000,0.1000
warm,Volcanic Fire,5,1.0000,0.6000,0.2000
warm,Volcanic Fire,6,1.0000,0.8000,0.3000
warm,Volcanic Fire,7,1.0000,0.9000,0.5000
warm,Volcanic Fire,8,0.8000,0.3000,0.1000
warm,Volcanic Fire,9,0.5000,0.1500,0.0500
warm,Volcanic Fire,10,0.2000,0.0200,0.0000
warm,Volcanic Fire,11,0.0500,0.0000,0.0000
warm,Volcanic Lava,0,0.3500,0.0500,0.0200
warm,Volcanic Lava,1,0.8500,0.1500,0.0800
warm,Volcanic Lava,2,1.0000,0.3500,0.1000
warm,Volcanic Lava,3,1.0000,0.8500,0.2000
warm,Volcanic Lava,4,1.0000,0.6500,0.1500
warm,Volcanic Lava,5,0.9500,0.2500,0.0500
warm,Volcanic Lava,6,0.0800,0.0200,0.0100
warm,Volcanic Lava,7,0.4500,0.0800,0.1500
warm,Volcanic Lava,8,1.0000,0.9500,0.8500
warm,Volcanic Lava,9,0.9000,0.3500,0.4500
warm,Volcanic Lava,10,0.2500,0.1500,0.1200
warm,Volcanic Lava,11,0.0200,0.0100,0.0050
warmcool,Oceanic Sunset,0,0.1000,0.0000,0.3000
warmcool,Oceanic Sunset,1,0.3000,0.1000,0.5000
warmcool,Oceanic Sunset,2,0.6000,0.2000,0.6000
warmcool,Oceanic Sunset,3,0.9000,0.4000,0.7000
warmcool,Oceanic Sunset,4,1.0000,0.6000,0.5000
warmcool,Oceanic Sunset,5,1.0000,0.5000,0.2000
warmcool,Oceanic Sunset,6,0.9000,0.4000,0.1000
warmcool,Oceanic Sunset,7,1.0000,0.8000,0.3000
warmcool,Oceanic Sunset,8,0.6000,0.8000,1.0000
warmcool,Oceanic Sunset,9,0.2000,0.4000,0.8000
warmcool,Oceanic Sunset,10,0.1000,0.2000,0.6000
warmcool,Oceanic Sunset,11,0.0500,0.1000,0.2000
warmpastel,Desert Bloom,0,0.9000,0.8000,0.6500
warmpastel,Desert Bloom,1,0.7500,0.5000,0.3000
warmpastel,Desert Bloom,2,0.9500,0.7000,0.7500
warmpastel,Desert Bloom,3,1.0000,0.9000,0.6000
warmpastel,Desert Bloom,4,0.8000,0.7000,0.9000
warmpastel,Desert Bloom,5,0.8500,0.7000,0.5500
warmpastel,Desert Bloom,6,0.6000,0.3500,0.2000
warmpastel,Desert Bloom,7,0.9800,0.8000,0.8200
warmpastel,Desert Bloom,8,0.9000,0.6000,0.4000
warmpastel,Desert Bloom,9,0.7000,0.6000,0.8000
warmpastel,Desert Bloom,10,1.0000,0.9500,0.8000
warmpastel,Desert Bloom,11,0.8000,0.7500,0.6000
Theme,Palette Name,Color Index,R,G,B
celestial,Lunar Eclipse,0,0.1000,0.1000,0.1500
celestial,Lunar Eclipse,1,0.3000,0.2000,0.2500
celestial,Lunar Eclipse,2,0.9000,0.4000,0.1000
celestial,Lunar Eclipse,3,0.7000,0.3000,0.0500
celestial,Lunar Eclipse,4,0.5000,0.4000,0.3000
celestial,Lunar Eclipse,5,0.0500,0.0500,0.0800
celestial,Lunar Eclipse,6,0.9500,0.6000,0.2000
celestial,Lunar Eclipse,7,0.8000,0.7000,0.6000
celestial,Lunar Eclipse,8,0.2000,0.1500,0.2000
celestial,Lunar Eclipse,9,0.4000,0.3500,0.3000
celestial,Lunar Eclipse,10,1.0000,0.5000,0.1500
celestial,Lunar Eclipse,11,0.0200,0.0200,0.0300
celestial,Martian Sands,0,0.7000,0.3000,0.1000
celestial,Martian Sands,1,0.8500,0.4000,0.1500
celestial,Martian Sands,2,0.6000,0.2500,0.0500
celestial,Martian Sands,3,0.9000,0.5000,0.2000
celestial,Martian Sands,4,0.5000,0.2000,0.0800
celestial,Martian Sands,5,0.9500,0.8000,0.6000
celestial,Martian Sands,6,0.8000,0.3500,0.1200
celestial,Martian Sands,7,0.7500,0.6000,0.4000
celestial,Martian Sands,8,0.4000,0.1500,0.0200
celestial,Martian Sands,9,0.9800,0.9000,0.7000
celestial,Martian Sands,10,0.6500,0.2800,0.0900
celestial,Martian Sands,11,0.8800,0.4500,0.1800
celestial,Stardust Veil,0,0.0200,0.0100,0.0300
celestial,Stardust Veil,1,0.1000,0.0500,0.1500
celestial,Stardust Veil,2,0.8000,0.7000,0.9000
celestial,Stardust Veil,3,0.6000,0.5000,0.7000
celestial,Stardust Veil,4,0.9500,0.9000,1.0000
celestial,Stardust Veil,5,0.0500,0.0200,0.0800
celestial,Stardust Veil,6,0.2000,0.1000,0.3000
celestial,Stardust Veil,7,0.4000,0.3000,0.5000
celestial,Stardust Veil,8,1.0000,0.9500,0.8500
celestial,Stardust Veil,9,0.7000,0.6000,0.8000
celestial,Stardust Veil,10,0.0800,0.0300,0.1200
celestial,Stardust Veil,11,0.9000,0.8000,1.0000
cinematic,Golden Age Film,0,0.9500,0.8500,0.7000
cinematic,Golden Age Film,1,0.5000,0.3500,0.2000
cinematic,Golden Age Film,2,0.8000,0.6000,0.4000
cinematic,Golden Age Film,3,0.2000,0.1500,0.1000
cinematic,Golden Age Film,4,0.9800,0.9200,0.8000
cinematic,Golden Age Film,5,0.7000,0.5000,0.3000
cinematic,Golden Age Film,6,0.3000,0.2500,0.2000
cinematic,Golden Age Film,7,0.9000,0.7500,0.5000
cinematic,Golden Age Film,8,0.6000,0.4500,0.2500
cinematic,Golden Age Film,9,0.1000,0.0800,0.0500
cinematic,Golden Age Film,10,0.8500,0.7000,0.4500
cinematic,Golden Age Film,11,0.4000,0.3000,0.1500
cinematic,Techno Thriller,0,0.0100,0.0500,0.1000
cinematic,Techno Thriller,1,0.0000,0.8000,0.7000
cinematic,Techno Thriller,2,0.1000,0.2000,0.3000
cinematic,Techno Thriller,3,0.0000,0.0000,0.0000
cinematic,Techno Thriller,4,0.0500,0.4000,0.5000
cinematic,Techno Thriller,5,0.9000,0.9000,0.9500
cinematic,Techno Thriller,6,0.0200,0.1000,0.1500
cinematic,Techno Thriller,7,0.0000,0.6000,0.5000
cinematic,Techno Thriller,8,0.1500,0.3000,0.4000
cinematic,Techno Thriller,9,0.0000,0.9500,0.8500
cinematic,Techno Thriller,10,0.0800,0.1500,0.2500
cinematic,Techno Thriller,11,0.7000,0.7000,0.7500
cyberpunk,Glitch Core,0,1.0000,0.0000,0.5000
cyberpunk,Glitch Core,1,0.0000,1.0000,0.0000
cyberpunk,Glitch Core,2,0.0000,0.0000,0.0000
cyberpunk,Glitch Core,3,0.5000,1.0000,0.0000
cyberpunk,Glitch Core,4,1.0000,0.5000,1.0000
cyberpunk,Glitch Core,5,0.0000,0.5000,1.0000
cyberpunk,Glitch Core,6,1.0000,1.0000,1.0000
cyberpunk,Glitch Core,7,0.8000,0.2000,0.8000
cyberpunk,Glitch Core,8,0.2000,0.8000,0.2000
cyberpunk,Glitch Core,9,0.2000,0.2000,0.8000
cyberpunk,Glitch Core,10,0.9000,0.9000,0.1000
cyberpunk,Glitch Core,11,0.1000,0.9000,0.9000
dreamy,Cloudscape Dawn,0,0.9800,0.9000,0.8500
dreamy,Cloudscape Dawn,1,1.0000,0.8000,0.7000
dreamy,Cloudscape Dawn,2,0.8500,0.8000,0.9500
dreamy,Cloudscape Dawn,3,1.0000,0.7000,0.6000
dreamy,Cloudscape Dawn,4,0.9000,0.9500,0.9800
dreamy,Cloudscape Dawn,5,1.0000,0.8500,0.7500
dreamy,Cloudscape Dawn,6,0.8000,0.7500,0.9000
dreamy,Cloudscape Dawn,7,1.0000,0.9500,0.8000
dreamy,Cloudscape Dawn,8,0.9200,0.8800,0.9200
dreamy,Cloudscape Dawn,9,1.0000,0.7500,0.6500
dreamy,Cloudscape Dawn,10,0.8800,0.9200,0.9600
dreamy,Cloudscape Dawn,11,0.9500,0.8200,0.7800
dreamy,Ethereal Mist,0,0.9000,0.9200,0.9500
dreamy,Ethereal Mist,1,0.8000,0.8500,0.9000
dreamy,Ethereal Mist,2,0.9500,0.9000,0.8800
dreamy,Ethereal Mist,3,0.7500,0.8000,0.8500
dreamy,Ethereal Mist,4,0.9800,0.9600,0.9400
dreamy,Ethereal Mist,5,0.8500,0.9000,0.9200
dreamy,Ethereal Mist,6,0.7000,0.7500,0.8000
dreamy,Ethereal Mist,7,0.9200,0.8800,0.8500
dreamy,Ethereal Mist,8,0.6500,0.7000,0.7500
dreamy,Ethereal Mist,9,1.0000,0.9800,0.9600
dreamy,Ethereal Mist,10,0.8200,0.8800,0.9100
dreamy,Ethereal Mist,11,0.7800,0.8200,0.8800
elemental,Magma Flow,0,0.1000,0.0000,0.0000
elemental,Magma Flow,1,0.4000,0.0500,0.0000
elemental,Magma Flow,2,0.8000,0.1000,0.0000
elemental,Magma Flow,3,1.0000,0.3000,0.0000
elemental,Magma Flow,4,1.0000,0.6000,0.1000
elemental,Magma Flow,5,0.0500,0.0200,0.0100
elemental,Magma Flow,6,0.2000,0.0800,0.0500
elemental,Magma Flow,7,1.0000,0.8000,0.5000
elemental,Magma Flow,8,0.6000,0.1500,0.0200
elemental,Magma Flow,9,0.9000,0.2000,0.0000
elemental,Magma Flow,10,0.0200,0.0100,0.0000
elemental,Magma Flow,11,1.0000,0.5000,0.0500
elemental,Oceanic Depths II,0,0.0000,0.0200,0.0800
elemental,Oceanic Depths II,1,0.0000,0.0500,0.1500
elemental,Oceanic Depths II,2,0.0000,0.1000,0.2500
elemental,Oceanic Depths II,3,0.0200,0.1500,0.3500
elemental,Oceanic Depths II,4,0.0500,0.2000,0.4500
elemental,Oceanic Depths II,5,0.0000,0.0100,0.0500
elemental,Oceanic Depths II,6,0.1000,0.2500,0.5500
elemental,Oceanic Depths II,7,0.0000,0.0000,0.0200
elemental,Oceanic Depths II,8,0.1500,0.3000,0.6000
elemental,Oceanic Depths II,9,0.0800,0.1200,0.2800
elemental,Oceanic Depths II,10,0.0300,0.0800,0.2000
elemental,Oceanic Depths II,11,0.0100,0.0300,0.1000
foodie,Berry Bliss,0,0.6000,0.1000,0.3000
foodie,Berry Bliss,1,0.8000,0.0500,0.4000
foodie,Berry Bliss,2,0.4000,0.0000,0.2000
foodie,Berry Bliss,3,0.9000,0.3000,0.5000
foodie,Berry Bliss,4,0.7000,0.2000,0.3500
foodie,Berry Bliss,5,0.9500,0.5000,0.6000
foodie,Berry Bliss,6,0.5000,0.0500,0.2500
foodie,Berry Bliss,7,1.0000,0.7000,0.7500
foodie,Berry Bliss,8,0.7500,0.1500,0.3200
foodie,Berry Bliss,9,0.8500,0.2500,0.4500
foodie,Berry Bliss,10,0.9200,0.4000,0.5500
foodie,Berry Bliss,11,0.6500,0.1200,0.3800
foodie,Chocolate Indulgence,0,0.2000,0.1000,0.0500
foodie,Chocolate Indulgence,1,0.3000,0.1500,0.0800
foodie,Chocolate Indulgence,2,0.4000,0.2000,0.1000
foodie,Chocolate Indulgence,3,0.5000,0.2500,0.1200
foodie,Chocolate Indulgence,4,0.1500,0.0800,0.0300
foodie,Chocolate Indulgence,5,0.6000,0.3000,0.1500
foodie,Chocolate Indulgence,6,0.1000,0.0500,0.0200
foodie,Chocolate Indulgence,7,0.7000,0.3500,0.1800
foodie,Chocolate Indulgence,8,0.3500,0.1800,0.0900
foodie,Chocolate Indulgence,9,0.4500,0.2200,0.1100
foodie,Chocolate Indulgence,10,0.2500,0.1200,0.0600
foodie,Chocolate Indulgence,11,0.5500,0.2800,0.1400
gemstone,Amethyst Shimmer,0,0.3000,0.1000,0.5000
gemstone,Amethyst Shimmer,1,0.4000,0.1500,0.6000
gemstone,Amethyst Shimmer,2,0.5000,0.2000,0.7000
gemstone,Amethyst Shimmer,3,0.6000,0.3000,0.8000
gemstone,Amethyst Shimmer,4,0.2000,0.0500,0.4000
gemstone,Amethyst Shimmer,5,0.7000,0.4000,0.9000
gemstone,Amethyst Shimmer,6,0.1000,0.0000,0.3000
gemstone,Amethyst Shimmer,7,0.8000,0.5000,0.9500
gemstone,Amethyst Shimmer,8,0.3500,0.1200,0.5500
gemstone,Amethyst Shimmer,9,0.4500,0.1800,0.6500
gemstone,Amethyst Shimmer,10,0.9000,0.8000,1.0000
gemstone,Amethyst Shimmer,11,0.9500,0.9000,1.0000
gemstone,Ruby Radiance,0,0.5000,0.0000,0.1000
gemstone,Ruby Radiance,1,0.7000,0.0000,0.1500
gemstone,Ruby Radiance,2,0.9000,0.0500,0.2000
gemstone,Ruby Radiance,3,0.4000,0.0000,0.0500
gemstone,Ruby Radiance,4,1.0000,0.1000,0.3000
gemstone,Ruby Radiance,5,0.3000,0.0000,0.0200
gemstone,Ruby Radiance,6,0.9500,0.3000,0.4000
gemstone,Ruby Radiance,7,0.8000,0.0200,0.1800
gemstone,Ruby Radiance,8,0.6000,0.0000,0.1200
gemstone,Ruby Radiance,9,1.0000,0.5000,0.5000
gemstone,Ruby Radiance,10,0.8500,0.2000,0.3500
gemstone,Ruby Radiance,11,0.9800,0.4000,0.4500
gemstone,Sapphire Gleam,0,0.0000,0.1000,0.4000
gemstone,Sapphire Gleam,1,0.0000,0.2000,0.6000
gemstone,Sapphire Gleam,2,0.0500,0.3000,0.8000
gemstone,Sapphire Gleam,3,0.0000,0.0500,0.3000
gemstone,Sapphire Gleam,4,0.1000,0.4000,0.9000
gemstone,Sapphire Gleam,5,0.0000,0.0200,0.2000
gemstone,Sapphire Gleam,6,0.2000,0.5000,1.0000
gemstone,Sapphire Gleam,7,0.0200,0.2500,0.7000
gemstone,Sapphire Gleam,8,0.0800,0.1500,0.5000
gemstone,Sapphire Gleam,9,0.3000,0.6000,1.0000
gemstone,Sapphire Gleam,10,0.1500,0.3500,0.8500
gemstone,Sapphire Gleam,11,0.4000,0.7000,0.9500
industrial,Oxidized Metal,0,0.3000,0.2500,0.2000
industrial,Oxidized Metal,1,0.5000,0.4000,0.1000
industrial,Oxidized Metal,2,0.2000,0.3000,0.3500
industrial,Oxidized Metal,3,0.4000,0.3000,0.0500
industrial,Oxidized Metal,4,0.1000,0.1500,0.2000
industrial,Oxidized Metal,5,0.6000,0.5000,0.1500
industrial,Oxidized Metal,6,0.2500,0.2000,0.1500
industrial,Oxidized Metal,7,0.3500,0.4500,0.4000
industrial,Oxidized Metal,8,0.4500,0.3500,0.0800
industrial,Oxidized Metal,9,0.1500,0.2500,0.3000
industrial,Oxidized Metal,10,0.5500,0.4500,0.1200
industrial,Oxidized Metal,11,0.3000,0.3800,0.3800
industrial,Urban Decay,0,0.2000,0.2200,0.2500
industrial,Urban Decay,1,0.4000,0.3000,0.1000
industrial,Urban Decay,2,0.1000,0.1200,0.1500
industrial,Urban Decay,3,0.5000,0.4500,0.4000
industrial,Urban Decay,4,0.3000,0.2800,0.2000
industrial,Urban Decay,5,0.0500,0.0800,0.1000
industrial,Urban Decay,6,0.3500,0.2000,0.0500
industrial,Urban Decay,7,0.1500,0.1800,0.2000
industrial,Urban Decay,8,0.4500,0.3500,0.1500
industrial,Urban Decay,9,0.2500,0.3000,0.3200
industrial,Urban Decay,10,0.5500,0.5000,0.4800
industrial,Urban Decay,11,0.0200,0.0400,0.0600
muted,Antique Lace,0,0.9500,0.9200,0.8800
muted,Antique Lace,1,0.9000,0.8500,0.8000
muted,Antique Lace,2,0.8500,0.8000,0.7500
muted,Antique Lace,3,0.8000,0.7500,0.7000
muted,Antique Lace,4,0.9200,0.8800,0.8200
muted,Antique Lace,5,0.9800,0.9500,0.9000
muted,Antique Lace,6,0.7500,0.7000,0.6500
muted,Antique Lace,7,0.8800,0.8200,0.7800
muted,Antique Lace,8,0.9600,0.9000,0.8500
muted,Antique Lace,9,0.8200,0.7800,0.7200
muted,Antique Lace,10,0.9400,0.8900,0.8400
muted,Antique Lace,11,0.7800,0.7200,0.6800
muted,Faded Denim,0,0.4000,0.5000,0.6000
muted,Faded Denim,1,0.3000,0.4000,0.5000
muted,Faded Denim,2,0.5000,0.6000,0.7000
muted,Faded Denim,3,0.2000,0.3000,0.4000
muted,Faded Denim,4,0.6000,0.7000,0.8000
muted,Faded Denim,5,0.3500,0.4500,0.5500
muted,Faded Denim,6,0.4500,0.5500,0.6500
muted,Faded Denim,7,0.2500,0.3500,0.4500
muted,Faded Denim,8,0.5500,0.6500,0.7500
muted,Faded Denim,9,0.1500,0.2500,0.3500
muted,Faded Denim,10,0.6500,0.7500,0.8500
muted,Faded Denim,11,0.7000,0.8000,0.9000
muted,Smoky Quartz,0,0.3000,0.2500,0.2800
muted,Smoky Quartz,1,0.4000,0.3500,0.3800
muted,Smoky Quartz,2,0.2000,0.1500,0.1800
muted,Smoky Quartz,3,0.5000,0.4500,0.4800
muted,Smoky Quartz,4,0.1000,0.0800,0.1200
muted,Smoky Quartz,5,0.6000,0.5500,0.5800
muted,Smoky Quartz,6,0.3500,0.3000,0.3300
muted,Smoky Quartz,7,0.2500,0.2000,0.2300
muted,Smoky Quartz,8,0.4500,0.4000,0.4300
muted,Smoky Quartz,9,0.1500,0.1000,0.1500
muted,Smoky Quartz,10,0.5500,0.5000,0.5300
muted,Smoky Quartz,11,0.0500,0.0400,0.0600
nature,Autumnal Twilight,0,0.2000,0.1000,0.1500
nature,Autumnal Twilight,1,0.4000,0.2000,0.0500
nature,Autumnal Twilight,2,0.1000,0.2000,0.3000
nature,Autumnal Twilight,3,0.6000,0.3000,0.1000
nature,Autumnal Twilight,4,0.0500,0.0500,0.1000
nature,Autumnal Twilight,5,0.3000,0.3000,0.2000
nature,Autumnal Twilight,6,0.5000,0.2500,0.0800
nature,Autumnal Twilight,7,0.1500,0.2500,0.3500
nature,Autumnal Twilight,8,0.7000,0.4000,0.1200
nature,Autumnal Twilight,9,0.2500,0.1500,0.2000
nature,Autumnal Twilight,10,0.8000,0.5000,0.2000
nature,Autumnal Twilight,11,0.0200,0.0100,0.0300
nature,Desert Oasis,0,0.8500,0.7500,0.6000
nature,Desert Oasis,1,0.2000,0.4000,0.3000
nature,Desert Oasis,2,0.9000,0.8000,0.5000
nature,Desert Oasis,3,0.1000,0.2000,0.1500
nature,Desert Oasis,4,0.9500,0.8800,0.7000
nature,Desert Oasis,5,0.3000,0.5000,0.3500
nature,Desert Oasis,6,0.8000,0.6000,0.4000
nature,Desert Oasis,7,0.0500,0.1000,0.0800
nature,Desert Oasis,8,0.9800,0.9200,0.7500
nature,Desert Oasis,9,0.2500,0.4500,0.3200
nature,Desert Oasis,10,0.7000,0.5000,0.3000
nature,Desert Oasis,11,0.4000,0.6000,0.4000
nature,Mountain Wildflowers,0,0.8000,0.2000,0.4000
nature,Mountain Wildflowers,1,0.4000,0.6000,0.2000
nature,Mountain Wildflowers,2,0.9500,0.8000,0.5000
nature,Mountain Wildflowers,3,0.2000,0.3000,0.7000
nature,Mountain Wildflowers,4,0.9000,0.5000,0.1000
nature,Mountain Wildflowers,5,0.6000,0.7000,0.3000
nature,Mountain Wildflowers,6,1.0000,0.9000,0.7000
nature,Mountain Wildflowers,7,0.5000,0.2000,0.6000
nature,Mountain Wildflowers,8,0.3000,0.5000,0.1500
nature,Mountain Wildflowers,9,0.7000,0.8500,0.9000
nature,Mountain Wildflowers,10,0.9800,0.6000,0.3000
nature,Mountain Wildflowers,11,0.1000,0.1000,0.4000
neutral,Warm Greys,0,0.3000,0.2800,0.2500
neutral,Warm Greys,1,0.5000,0.4800,0.4500
neutral,Warm Greys,2,0.7000,0.6800,0.6500
neutral,Warm Greys,3,0.2000,0.1800,0.1500
neutral,Warm Greys,4,0.9000,0.8800,0.8500
neutral,Warm Greys,5,0.4000,0.3800,0.3500
neutral,Warm Greys,6,0.6000,0.5800,0.5500
neutral,Warm Greys,7,0.1000,0.0800,0.0500
neutral,Warm Greys,8,0.8000,0.7800,0.7500
neutral,Warm Greys,9,0.2500,0.2300,0.2000
neutral,Warm Greys,10,0.4500,0.4300,0.4000
neutral,Warm Greys,11,0.9500,0.9300,0.9000
popart,Comic Book Colors,0,1.0000,0.8000,0.0000
popart,Comic Book Colors,1,0.0000,0.4000,0.8000
popart,Comic Book Colors,2,0.9000,0.1000,0.1000
popart,Comic Book Colors,3,0.2000,0.8000,0.4000
popart,Comic Book Colors,4,0.0000,0.0000,0.0000
popart,Comic Book Colors,5,1.0000,1.0000,1.0000
popart,Comic Book Colors,6,1.0000,0.5000,0.0000
popart,Comic Book Colors,7,0.1000,0.2000,0.6000
popart,Comic Book Colors,8,0.7000,0.0000,0.0000
popart,Comic Book Colors,9,0.0000,0.6000,0.2000
popart,Comic Book Colors,10,0.5000,0.5000,0.5000
popart,Comic Book Colors,11,0.9500,0.9000,0.3000
retro,70s Groove,0,0.8000,0.4000,0.1000
retro,70s Groove,1,0.3000,0.2000,0.1000
retro,70s Groove,2,0.9000,0.7000,0.2000
retro,70s Groove,3,0.5000,0.5000,0.4000
retro,70s Groove,4,0.2000,0.1000,0.0500
retro,70s Groove,5,0.9500,0.8500,0.6000
retro,70s Groove,6,0.7000,0.3000,0.0500
retro,70s Groove,7,0.4000,0.3000,0.2000
retro,70s Groove,8,0.8500,0.6000,0.1500
retro,70s Groove,9,0.6000,0.6000,0.5000
retro,70s Groove,10,0.2500,0.1500,0.0800
retro,70s Groove,11,1.0000,0.9000,0.7000
retro,80s Vaporwave,0,0.0000,0.8000,1.0000
retro,80s Vaporwave,1,1.0000,0.2000,0.8000
retro,80s Vaporwave,2,0.0000,0.0000,0.0000
retro,80s Vaporwave,3,1.0000,0.7000,0.2000
retro,80s Vaporwave,4,0.5000,0.0000,0.7000
retro,80s Vaporwave,5,1.0000,0.9000,0.8000
retro,80s Vaporwave,6,0.2000,0.6000,0.9000
retro,80s Vaporwave,7,0.9000,0.1000,0.6000
retro,80s Vaporwave,8,0.1000,0.1000,0.1000
retro,80s Vaporwave,9,1.0000,0.6000,0.4000
retro,80s Vaporwave,10,0.7000,0.0000,0.9000
retro,80s Vaporwave,11,0.9500,0.9500,0.9500
seasonal,Spring Equinox,0,0.8000,0.9500,0.7000
seasonal,Spring Equinox,1,0.5000,0.8000,0.4000
seasonal,Spring Equinox,2,0.9500,0.7000,0.8000
seasonal,Spring Equinox,3,1.0000,0.9000,0.5000
seasonal,Spring Equinox,4,0.6000,0.9000,0.8000
seasonal,Spring Equinox,5,0.9800,0.9800,0.9000
seasonal,Spring Equinox,6,0.7000,0.8500,0.6000
seasonal,Spring Equinox,7,0.4000,0.7000,0.3000
seasonal,Spring Equinox,8,0.9000,0.6000,0.7000
seasonal,Spring Equinox,9,1.0000,0.9800,0.6000
seasonal,Spring Equinox,10,0.5500,0.8800,0.7500
seasonal,Spring Equinox,11,0.8500,0.9200,0.6500
seasonal,Summer Solstice,0,1.0000,0.8000,0.2000
seasonal,Summer Solstice,1,0.0000,0.6000,0.9000
seasonal,Summer Solstice,2,1.0000,0.5000,0.0000
seasonal,Summer Solstice,3,0.2000,0.8000,0.5000
